Run started at  Tue Jul 10 16:02:42 BST 2018
Start include.
Starting
Ready
	From worker 2:	Parameters set for ENSMUSG00000006398
	From worker 2:	starting ABC for ENSMUSG00000006398
	From worker 3:	Parameters set for ENSMUSG00000027715
	From worker 3:	starting ABC for ENSMUSG00000027715
	From worker 2:	Number of trials = 1
	From worker 2:	Number accepted = 1
	From worker 3:	Number of trials = 1
	From worker 3:	Number accepted = 1
	From worker 2:	6
	From worker 2:	100
	From worker 2:	100
	From worker 2:	5.0
	From worker 2:	-2.120656074012943 0.18083199394259797 0.3444649613018478 0.41909366396510705 -1.9798779548288126 4.632236987853435
	From worker 2:	-1.6296508015586522 0.7880020048431939 -2.8484736341525574 0.9179994182680042 -0.6574584144979783 1.2787854382816033
	From worker 2:	-1.1308387773646493 1.3420130483750707 2.2443696598013503 1.2680147321567876 -2.248738992230596 1.2102893281904803
	From worker 2:	2.9602852638056643 -1.360126353816585 2.474250140538521 1.9182948317041184 -2.111175271464047 3.6007050212132885
	From worker 2:	1.0686779643403934 2.752066204990511 -2.024177057720766 -0.6822109257375422 -2.5462327358148844 3.112717864391458
	From worker 2:	2.5893475105044192 -2.591881059467065 0.04440944761476828 -0.8289525164985765 -2.8528736241716595 0.5204469335613771
	From worker 2:	-2.316901184465247 1.5803276904185708 -2.3486617220047177 2.3765105483167552 0.18095596370833755 3.026483741631246
	From worker 2:	1.3232817027191306 -2.681690386469756 2.9855598513860713 -1.7565496087880739 -2.011509605800409 4.858775874225119
	From worker 2:	2.944313275870618 0.3238466672341107 0.7246124408411907 1.0469348638338998 -2.4257844981476655 3.9971428459048717
	From worker 2:	-0.4055928493710983 1.7545671704460446 1.8381362438848576 -2.5645107826240023 -1.319805945394712 1.1422620287667051
	From worker 2:	-2.4368677159642447 -1.8630685896956032 1.0461914046082779 1.8628609431145104 -1.8143134382468518 3.5302014024024073
	From worker 2:	-0.7979610348634494 1.606465358629209 -1.433658811507153 -1.0383422203057484 -0.1766510777670245 0.35399824993224027
	From worker 2:	-0.3576013043903883 2.491542942946465 -1.0501845903817135 -0.8434849970229936 0.12388636170498657 3.2511891880906365
	From worker 2:	0.4940999007926279 -1.1171439759706332 -1.8433213333699014 2.0634337180179685 -1.117484498835163 2.737651642882306
	From worker 2:	2.186104546625721 0.3723323247295034 0.7659981903298325 2.1768891266802655 -0.9235205341965762 0.12054647493290549
	From worker 2:	-1.0874974815492955 2.171535750606184 -2.5882191238572725 -2.805196697897338 -2.379115101082597 1.9937219256188343
	From worker 2:	-2.68218356592628 2.367125014533329 -0.6041287285109949 -1.8438911650302563 0.0171338229231095 4.763900705786793
	From worker 2:	2.6216899148751054 0.9798973397469335 1.1494956970549488 0.2922618218268296 -2.019704498629594 2.361874072241875
	From worker 2:	1.2807225016190342 2.874707008380236 -1.4334235663043766 1.8739842209122965 0.0920044421350874 4.521195669439546
	From worker 2:	1.4131843497088763 -1.100351869426039 -0.9698181586126946 0.06199325367041686 -0.43199671742570844 2.0191767429469474
	From worker 2:	2.276847600994344 0.7447561108941083 0.6634589131469264 -1.8026046428639746 0.15187504995577594 1.3014990981775199
	From worker 2:	1.184998641349143 1.619635816541665 2.751376879463262 1.1913862340802073 0.13590956370422802 4.0722111680172555
	From worker 2:	-1.6116749816491627 0.43619207797887416 2.4271997788285526 -2.0448514869409373 -0.6454372129702834 2.4541174545515574
	From worker 2:	-2.334262301968166 -0.21739221583368717 0.6036357430264734 0.7704827829666594 -2.6800143627348936 4.9296867841600145
	From worker 2:	2.1322562153122337 -0.03336678319254904 -1.8464946886157647 -0.7650082091135673 -0.16202579271750794 2.2448916692287635
	From worker 2:	-2.7624489126126797 1.2549386578008468 -0.8996778689771632 -0.9958180167503139 -2.414335311948737 4.066994110562514
	From worker 2:	-0.23241555448336104 1.4160597361417615 -2.4990998111413565 1.9366152225169522 -0.4204204330659196 4.859342455932678
	From worker 2:	-0.1681336132089144 1.5279587198166107 0.9494401254757427 2.692218313186765 -0.7569948976042631 0.7063989177611629
	From worker 2:	0.9377147243907173 -0.3015246248608925 0.2329838113142504 1.023393766430316 -2.200651963661261 1.8885923190192377
	From worker 2:	1.8887423022665484 -0.3591829999391867 -0.8180528712843471 -2.2825652863067525 0.40050265841615884 4.7753268383427105
	From worker 2:	2.2966606207667475 1.8768233836111534 0.20400865740577512 -2.9954923937430236 -2.7979754225346496 4.804678443342897
	From worker 2:	1.3278089747602095 0.355339312929436 -1.5337388731221089 2.623372357655475 -1.4357447208603902 3.3002333683860243
	From worker 2:	2.043433879435815 -1.8377970398118522 0.7281178223601268 -1.827668793580656 -2.6703913586294044 0.14864631470392076
	From worker 2:	-1.1390201110058578 1.9933063048531245 0.7133100302965087 -1.741520867724132 0.03840386348242264 4.957919178196679
	From worker 2:	2.0940500092414664 -1.7809901688555065 -1.7205891515790581 -2.096454147767957 -2.0000129252510757 0.449231454033604
	From worker 2:	2.939950120705949 -2.281395709543914 -1.294148298007702 0.7040647728768046 0.34741672290024583 2.8700948772293335
	From worker 2:	-1.1592621331520876 2.1999132144017803 1.0091426623848978 -0.5958219621538885 -1.9162197097726625 0.8395016301078584
	From worker 2:	-1.5862005876899419 2.343410904198276 -2.6789406998056204 2.9972892610464665 -0.22190118929530378 0.21208359406946986
	From worker 2:	0.3182371743708172 0.07439597196557912 2.118702333064161 -0.9088082455910524 -0.6385164626243265 0.6672807679135573
	From worker 2:	2.0796031549349827 -1.840649173947928 2.8434250616208905 -0.590720373218276 -1.099186108441684 1.1194905149087708
	From worker 2:	1.7224010779051397 2.459361711757599 1.668617418912902 -1.0978963728156907 0.31540311371108665 2.507628244913084
	From worker 2:	2.41789051922407 -1.1066112508181885 0.7810819118050727 -1.0575430351476762 -1.555065136992353 1.948752430463776
	From worker 2:	2.0591641489768424 0.24045822536490302 -2.0269671217437937 0.6160499907242789 -0.2954109989932192 3.1764191038974934
	From worker 2:	-1.322828573255685 2.4724728888062213 0.3532784884449951 -1.2935301740890441 -2.808035714980607 0.03049793965223202
	From worker 2:	-0.17873341801317366 1.8139908087779215 0.7056703946043146 2.3873992442277157 -0.08947794729359959 0.6910459674697822
	From worker 2:	1.0512144831015213 1.4980676331488043 -2.933438950402347 -0.3695500352916672 -0.7692948604177294 4.267245367430413
	From worker 2:	-2.603486967344599 -0.09449229263025982 0.029944208172469455 -1.6034086509671872 -0.39142942669371683 4.504380350414628
	From worker 2:	2.591327497436094 -2.643455444069142 -2.376904444439426 -0.3818776550751588 -0.7941489163263427 3.0749922386361983
	From worker 2:	-1.9944997348961753 -1.3002961365645018 -0.3039809268351137 1.8937853315638105 -1.1657278588193152 1.267111560090921
	From worker 2:	1.2991245508244784 -2.2008169661945454 0.36493027680499024 -1.3249298052242193 -0.6379715593281077 3.2592454463161658
	From worker 2:	-2.6935889192751947 -1.5840446783624058 -2.710488311034441 0.9100812965176655 -0.9822791302224778 2.734512394457064
	From worker 2:	0.3184197649961047 -2.5616263968894253 -2.9983227190616955 1.3245954473373764 -2.832265219908021 1.467818115997419
	From worker 2:	-2.2541037070688894 2.95714787095858 2.777864708315988 0.7511445149517546 -2.8600610817129564 2.045925933292796
	From worker 2:	-0.233388734711387 -1.8721430215704418 2.299286900437986 -1.7300528113595028 -0.1692597317514215 2.0170037728231227
	From worker 2:	2.3690559991705147 0.514567875609373 -2.159218522893809 -1.5533712993210087 -2.5917257170664927 0.5979081717371382
	From worker 2:	2.0443340685979754 -1.8652688388843779 2.109270080150389 0.549902719405722 -0.2937355256363561 4.350437466711901
	From worker 2:	-0.2728824559273373 -2.9935709713661747 -1.2556312936711373 1.718298488953236 -1.2321734515315401 0.024815727664141418
	From worker 2:	-0.1539420427152982 -1.1546599798406056 -1.7669301877896846 -0.21633368303354317 -0.3644249476483221 1.2406101359550137
	From worker 2:	-0.39867832550813675 0.8028943601863707 1.269805522837598 -2.871728175233461 -1.8448244500803836 4.694587080184563
	From worker 2:	1.6138464987815153 -0.8093785910198461 -1.6213621188785217 1.647595414584318 -0.6414144822299628 1.7404093879903948
	From worker 2:	0.9464692640947674 1.9073413967550037 -0.17308188150874226 0.5619349757217296 -1.789397163550777 1.344492012951839
	From worker 2:	1.546459448775412 -1.8725377605190618 2.642818338680632 1.5798966427971504 -2.5275168764684164 0.9080251392358696
	From worker 2:	2.1662362595553795 -0.16958137978450516 2.3373508385059694 0.4797542113446651 -2.646139338725385 2.171689649617604
	From worker 2:	-2.962699706556382 2.8873048099888265 -1.5130342052370174 1.2956838505925248 0.09224354026243642 1.762454523172995
	From worker 2:	1.972933836590422 2.0812822010058944 -0.2961612737478929 -1.7473293988108511 -2.8631245906819354 3.5359253920500766
	From worker 2:	2.8554566494961904 -2.6496948900510313 -1.6665706908529883 -1.354051230140863 0.4032697666030609 4.017736081937527
	From worker 2:	-1.8328516846313994 2.421411129362819 -2.6045061870052844 1.178348348364338 -2.5706971428793417 3.1193877569530857
	From worker 2:	2.7967496658604656 1.537930380213659 2.511321755567895 0.38196658023044483 -1.7524974134951026 2.4494636481626375
	From worker 2:	2.0121844211694597 2.605021391168904 -0.6652147664024728 -0.36832911169647087 0.07181787856805943 3.2597551059436647
	From worker 2:	1.4058792835067262 1.295355820247229 0.5510001387735706 0.09726595115289216 -2.83422818459527 3.002779557287437
	From worker 2:	-0.23719809545007742 2.73633190623479 0.2847962136966804 1.6982328918324878 -1.105370541500308 2.6899298265744664
	From worker 2:	0.2704791625932561 -0.23065603360310538 -2.729380934168471 -1.3856816181317178 0.42401544120968726 1.1280122899602774
	From worker 2:	-2.880807116240778 -2.9037674478325703 -2.702924819381818 1.5618294422205121 -1.746335123085295 0.9632802852047406
	From worker 2:	0.9661016949152542 0.9661016949152542 0.9627118644067797 0.9661016949152542 0.9491525423728814 0.9661016949152542 0.9661016949152542 0.9627118644067797 0.9423728813559322 0.9288135593220339 0.864406779661017 0.9661016949152542 0.4338983050847458 0.9661016949152542 0.9152542372881356 0.9661016949152542 0.8440677966101695 0.8610169491525423 0.9627118644067797 0.9152542372881356 0.9355932203389831 0.9661016949152542 0.9661016949152542 0.9661016949152542 0.9220338983050848 0.8813559322033898 0.9661016949152542 0.9593220338983051 0.9254237288135593 0.9661016949152542 0.9627118644067797 0.8847457627118644 0.9491525423728814 0.9491525423728814 0.9661016949152542 0.9322033898305085 0.9661016949152542 0.9593220338983051 0.9627118644067797 0.9457627118644069 0.8847457627118644 0.9661016949152542 0.9355932203389831 0.9661016949152542 0.9457627118644067 0.8983050847457628 0.8610169491525425 0.9457627118644067 0.9661016949152542 0.9661016949152542 0.9627118644067797 0.5389830508474576 0.9627118644067797 0.8779661016949153 0.9661016949152542 0.9355932203389831 0.7932203389830508 0.9050847457627118 0.8847457627118644 0.9661016949152542 0.9661016949152542 0.8576271186440678 0.7423728813559323 0.9661016949152542 0.9661016949152542 0.9661016949152542 0.9627118644067797 0.9593220338983051 0.9389830508474576 0.6169491525423729 0.9661016949152542 0.9627118644067797 0.976271186440678 0.9559322033898305 0.9389830508474577 0.9627118644067797 0.9152542372881356 0.9355932203389831 0.6169491525423729 0.9661016949152542 0.9559322033898305 0.7152542372881356 0.9525423728813559 0.9661016949152542 0.8067796610169491 0.9627118644067797 0.8101694915254237 0.9491525423728814 0.9627118644067797 0.9559322033898305 0.9661016949152542 0.9084745762711864 0.4440677966101695 0.9491525423728814 0.9661016949152542 0.9016949152542373 0.9355932203389831 0.9661016949152542 0.823728813559322 0.9559322033898305
	From worker 2:	0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004 0.010000000000000004
	From worker 3:	6
	From worker 3:	100
	From worker 3:	100
	From worker 3:	5.0
	From worker 3:	2.3563794949692296 1.306766298929058 0.10796163130581427 0.42151669978739914 -1.8523584084858538 3.638488489209407
	From worker 3:	2.5669248842094152 1.3062602323449166 1.6077282715827836 1.444178462735774 -0.9906321658988495 2.0714902801839585
	From worker 3:	0.048772691815671454 -0.7190455715782691 0.8928014697806135 0.07641520558915404 -1.2236330732268077 2.6985347397356705
	From worker 3:	0.845219308767593 0.5184204749948411 0.1955701351661192 0.42248612532724206 0.48634825843327434 2.575118513093404
	From worker 3:	-1.0760196433969598 -0.9535104913514312 2.8001315450151427 0.4563697614446873 0.46071776114890284 1.7028290775976862
	From worker 3:	-0.10152598949640446 -2.5816854151936 -1.1022809534485378 0.5649317747170013 -0.08675920894903566 0.3217818801749306
	From worker 3:	-1.7288468129107546 1.3397812156799311 2.3838303182779894 0.8830605055527281 -0.4588707698567398 0.8968784222371873
	From worker 3:	0.2728109190332182 2.7171853416723435 1.8498359819750316 -1.4275425214747113 -1.010994148810898 1.5766870842521519
	From worker 3:	-1.3604717722053423 -2.02126455842307 2.982091328675631 2.350117639140512 -0.1587978933094245 1.7437279174437126
	From worker 3:	0.008957803174743706 -1.480869599630465 1.174409059716293 0.8397143604276018 -1.8254729974041806 0.5619781625327669
	From worker 3:	1.0399069475765632 -0.08490317376423473 0.17070591901537036 1.0159925245173813 -0.7732263029464868 1.100355274433532
	From worker 3:	-0.5697934254466448 -0.6373172534275504 2.1329205000767617 -2.127441491680092 -2.642359845557295 0.715018966232861
	From worker 3:	0.18036139807135187 -2.445412137262031 -1.8149287751460892 2.814937290927479 -2.420865741926384 0.12813254520285144
	From worker 3:	-1.7083720386903587 -1.784728684269489 -1.5149180146182815 2.2194950011683874 -2.391985916701402 3.835369455338027
	From worker 3:	0.4057330180155363 2.184979729505775 2.0425992629986203 -0.5369016086070424 -1.7885853576125783 1.5617279995728106
	From worker 3:	-2.041522244780256 0.9393410443054129 -0.3825075895530792 -1.9805142604075758 -2.447978260958254 1.439788052196006
	From worker 3:	-2.2764448193641944 2.3081705177057046 -2.6425703245987324 1.6477634925516247 -0.1822309427615476 0.6099703472641549
	From worker 3:	-2.751840329116888 0.7635030071578592 1.1567562861954537 2.8891872971925396 0.33924072354492596 1.8447604182627064
	From worker 3:	-1.7588760063868065 1.5182657870926421 -2.7467840514855695 1.6927152960898608 0.16263229133743407 1.9483731044700914
	From worker 3:	2.6439749260466057 1.3044384358801429 -2.095737142869021 2.5166588790963305 -2.7923441994248144 2.163489906402838
	From worker 3:	0.5657970033143154 -2.0209027825332098 -0.11393528697948252 2.045067389125064 -2.920852562709441 2.8122816200183065
	From worker 3:	0.5002275482781648 1.1117505016157088 0.3541091831535166 2.137834845604763 -0.6419343287068191 4.422174712311559
	From worker 3:	-0.7673973149823978 1.5079445445597415 2.6549207645182626 -1.1228528723813 -1.4971224832920331 4.554118824340242
	From worker 3:	2.3409990419002717 -2.1561836184675744 -2.612387459813138 2.182443044869961 -2.031988305542466 2.23061288103184
	From worker 3:	0.030800001015204526 0.18715111918282012 -0.3347837101763358 -2.007319763266504 0.1986171624128139 1.1820346342382548
	From worker 3:	2.063557791196158 2.4394904545942975 1.6665249266894957 -0.7373728718199284 -2.0883874436665844 0.21442825091604667
	From worker 3:	1.716201992326173 1.0511341038568673 1.7555726021588107 -0.9137629151045741 -2.006247825235466 4.822716854882019
	From worker 3:	2.1751110353904517 2.2039991249316966 1.2290108124830326 -1.8983339667123742 -1.8052319588307764 2.9992620102818703
	From worker 3:	1.1714600546288487 0.2080958271288691 -2.6256493326636035 0.4519410508258028 -0.8042138980561813 0.6405826898964218
	From worker 3:	-1.5980719549419393 2.2532931681999937 -1.0260694690798449 -1.2695686589858761 -2.2702576005237787 4.6198970408003
	From worker 3:	0.02651689216264641 1.0848716989577483 -0.43001302003032515 -0.16067544884725482 -2.5220091097249595 1.3311513071262493
	From worker 3:	1.4205182619562482 -2.799316950593004 0.1227491101695195 0.13739447673662486 -1.2279299254491614 4.047153990171717
	From worker 3:	1.836479680915641 -0.6944545491805787 -2.793699260540751 -1.5824902485326287 -2.9319152870585956 3.8922801764846984
	From worker 3:	-1.7766929031119956 0.1993491170645223 0.6348427407910151 0.2632828136960357 -0.04442515381855383 2.9748301489210895
	From worker 3:	2.8389936801110682 2.2062813681227205 -1.8355884276416994 -1.5062155761696587 -2.4657977782653067 0.28899911843115467
	From worker 3:	0.6053927735107716 2.9462261819569964 2.1522374609441766 -1.7590021932095468 -2.989222936164788 4.477974901185249
	From worker 3:	2.132108739880765 -0.006956460350889149 0.6614475949892236 -2.2050601908065692 -0.46440760544448567 3.030720043181124
	From worker 3:	1.127588913808781 1.1816007143616893 2.463912866492314 2.5418953269126145 0.4432850123094396 2.726285985932979
	From worker 3:	-1.6248189067994003 0.3082368214862887 -0.3250303632559044 -0.8975600864190008 -1.3328483671070206 2.58276611112235
	From worker 3:	0.4218183640407229 0.4288842309196279 1.2053632338731735 0.34219434256482195 -2.369259596929745 2.2449045964062653
	From worker 3:	2.524604189935056 -0.6430791369138738 1.423502930024788 2.3657004120806935 -1.197145056385302 0.7485603154441023
	From worker 3:	1.1795322587931363 2.370491973536083 -0.8970867427017986 0.883194631755928 0.1990954357974788 2.8450834180924165
	From worker 3:	1.6703496918824463 -2.0746761058927725 -1.2763983230775624 2.1227804889034587 -1.8585866600516914 4.152794926385861
	From worker 3:	1.258417050237636 2.4725221520101757 -1.4498491479897049 -2.794159248348283 -1.3748804860214627 4.8527256690392315
	From worker 3:	-0.32432945030562976 0.00020982388805101948 1.1527250373343705 2.917511905549805 -2.8816495873793126 4.691639127700719
	From worker 3:	0.690547618450795 1.131308308950194 -2.106165921872287 1.6982620757018925 -1.3913721542537667 4.006456509889741
	From worker 3:	0.7995738748393437 -2.7905540516431064 1.6868828530916584 -2.4355441045175703 -1.9900543232184418 3.0817821596978447
	From worker 3:	1.2060742724558988 -1.6644701171067027 1.1531382734257143 0.06309572942140163 -1.750761041366748 2.890522944799998
	From worker 3:	2.973134824962999 1.5263152015993358 -2.3393591204123205 -1.6831884914952093 -1.2146554946334995 1.1068816377229063
	From worker 3:	2.9202667156191335 0.19786812742665028 0.3594768276102087 -1.967749381081012 -1.9192145129162976 3.4317248878745534
	From worker 3:	2.5369524979657534 -2.3165138301579455 -1.369325096984038 -0.8842022500449489 -1.4018457931198658 1.8101801435095277
	From worker 3:	1.8835027246658447 2.222305748873782 -2.0624176793163276 -1.0110910385587588 -2.9949043506984845 1.9232035730800245
	From worker 3:	-1.5122963395639704 1.7456277879847368 -1.8760819623251108 1.132535269909634 -0.7935011998688242 2.204886781659452
	From worker 3:	2.6029931911515636 -1.2822762769565323 2.3954181027815356 0.23337795664571104 -1.1159406969687673 1.5826810715648842
	From worker 3:	0.033544182961581015 1.0715786141147339 -1.961237254052155 -1.9303770282919341 -1.4810494192826529 3.502234463819749
	From worker 3:	0.17032830645907593 0.4699674488888137 -2.3896633711722757 -0.5414464148558378 -1.099454752236174 0.029307316020830143
	From worker 3:	-0.9864512488188706 2.992616031917171 1.0682624952304458 2.6418183170043514 -0.9107492850484848 4.224127718279771
	From worker 3:	0.6169415493800159 -1.7099627139140408 1.0470637720664202 0.3217654149045943 -1.8224435281230198 4.055910863675363
	From worker 3:	-2.569196662602829 0.9564086308752451 1.4666756767449236 -0.7643840456631135 -0.5087405844559938 1.9005953452530622
	From worker 3:	-0.5755982289468804 -1.3784373954106028 -1.7543884085719013 -2.72506035816303 -0.30576146552030714 0.42196817788768937
	From worker 3:	-2.43568371905567 -1.0015976770967518 0.39739692467033194 -0.9505154484289373 -1.663261148579581 1.7517562830443045
	From worker 3:	1.0970772046236625 1.2918358681622557 1.748954761758192 1.1950269585001454 0.26679249280608097 4.568549476726876
	From worker 3:	-1.1921293733943235 2.704043536889129 -0.2183215829328229 -0.5716692424625447 0.14925638141683661 3.2020703523701544
	From worker 3:	1.5104944981151984 2.1547927816389567 0.19287270891313035 1.5340675030617525 -1.741227547112414 0.3145158303128237
	From worker 3:	-0.5157445122385402 0.8161393031663349 1.423961668883539 0.6101551701763914 -0.7006641683689749 4.778915617523199
	From worker 3:	0.006903317086721206 1.3634297721044266 -1.542401139480027 -1.9057619587559018 -2.0401271035304354 3.8114074584482918
	From worker 3:	2.2283659976961205 -0.0960917782506101 1.5555398853265352 2.981861823415011 -1.7136868887042092 2.8045190473411363
	From worker 3:	-0.8278154744191815 -0.04867974520844198 -0.9298195512723852 0.34858204906327384 -1.6844876399169446 4.619315346799592
	From worker 3:	0.8158366512050224 2.6230595624816297 -0.5625519462801827 0.43619909923286837 -2.7109235600857406 0.2189128329568113
	From worker 3:	-2.5853087186598804 -1.3422363648297662 -1.9352455617950008 -0.14023045502509168 -1.7669936539576696 4.727353901536038
	From worker 3:	1.7230139519223648 -2.388038401309328 -0.22014206205171138 1.20667274192063 -1.2697596978941146 4.566241226358464
	From worker 3:	-0.09519079168136191 1.0754388226455225 -2.9763115951823216 -2.995406223478806 -1.8371599677386234 0.5222053448614128
	From worker 3:	0.644981159441012 1.4917189018805503 -0.7440144529512018 -0.48478499111688356 -0.893703521321167 1.3071685481543383
	From worker 3:	2.300483474839683 0.0701825905917679 -0.5712182915843029 1.6286589028395415 -1.08207784500472 2.8579779699349217
	From worker 3:	1.8310489376590642 -1.0459968720979327 -0.2394215482039428 -0.5232301265067529 -0.866709836166164 1.5759689682918698
	From worker 3:	2.4548055093179526 2.952680589125011 -1.6054252482342264 0.7198493731589353 -2.656731566004596 2.9950404198725633
	From worker 3:	-1.7254240162704595 2.0316296651747034 0.6718753685772332 2.9369445034587347 0.09475993875844146 1.793492170757458
	From worker 3:	1.354532297542577 0.026454786184150425 1.4691068965963066 -1.050007716306233 -2.4689581262796985 4.828018054670583
	From worker 3:	-0.06262035695064494 -2.2799972636002326 -0.9809445653936253 0.743865904296253 -0.8959213144354665 3.792758171452817
	From worker 3:	-1.1785818268828563 1.806734383547136 2.335177679596004 2.2077630328200986 -1.4793763982540635 1.1542770707994299
	From worker 3:	-1.5298526492157904 -1.7265205105213624 1.4601400854717763 -1.61507658351292 0.17369663014446513 0.6130429149522953
	From worker 3:	0.24969896415003534 0.4112202565249734 -2.106648480260133 -1.2502832786365556 0.3477951580186116 4.160291391815938
	From worker 3:	0.6672469830935168 -0.1525194239093235 -2.219202697886688 1.5043874193997837 -0.7337689967492027 3.0051337651242327
	From worker 3:	1.244600233851445 -2.000040025792304 -2.4126930820418178 -0.6751669029481544 -0.9817889121789589 1.465757741530842
